document,topic
"Moving from a systemically uninsurable future to a systemically investable present : Launch of Icebreaker One. We are pleased to join insurers, engineers, modellers, &amp; communicators to crack open climate / environmental data to protect us all. ClimateKIC",0
"❗️ Have an innovative business idea and want to jumpstart your business? The award-winning EITeu Jumpstarter is back with a NEW application deadline: 5 April 2020. If you want to set up tomorrow’s science-based business, apply today!",1
"SteliosYiatros NHadjipantelis ClimateKIC Don't worry, he had permission to leave...",0
I de fall batterier kan ersätta traditionella investeringar i elnät finns stor vinning. Bo Normark InnoEnergyEU om hur batterier kan förändra energilandskapet NCEW2018 smartgridsarena swesmartgrid,-1
RT EITeu: Another opportunity to work for 🇪🇺's largest innovation community! We are looking to hire a Finance Coordination Officer in Budapest. Interested? 👉 EITCommunity EUCareers,1
"Klimaschutz geht uns alle an. Sie haben die ultimative Idee, wie wir unser Klima schützen können? Dann bewerben Sie sich jetzt! Bis zum 29. Juli läuft die 3. Ausschreibungsphase des ClimateKIC Accelerators mit MunichRe &amp; ERGO Group. respond2CC",0
"Intégration des systèmes énergétiques : ce cours 👨‍🎓 vous donne les outils nécessaires pour comprendre les interactions entre systèmes et consommateurs, pour situer votre propre entreprise dans le cadre de la transition énergétique mondiale. EITeu",2
"📣Two online workshops by EITeu ClimateKIC Network of ClimateCoaches now open for registration. This Friday, May 8, 3.30pm CET there's a webinar to provide more details &amp; answer possible questions. Sign up 👉 More info on courses in this thread ⬇️",0
Starting EITRawMaterials Cross-Pitching Luncheon with great speakers in Gold Digger Bar &amp; Lounge (7th floor)! FEM2017Levi,1
We need to bring innovation &amp; entrepreneurial skills into the core of European education WillemJonkerNL EIT_Digital 7EIS EITeducation,1
.IKEA is branching out into the business of cleanenergy. By Mashable NordicMade sthlmtech solar NordicCleantech nordiccleantech CKICNordic CTScandinavia DKCleantechHub CleantechFIN via nordicgeo,0
"Gender Diversity Pays Off!🎉 At the EITeu they want to see more women entrepreneurs: more female ownership of startups, and more businesses owned by women👉",1
Participants @ H4C joint side event break out into 4 tables to identify common characteristics of H4C and to align w/ regionalpriorities EURegionsWeeks SPIRE2050 ClimateKIC EITRawMaterials,0
.EIT_Digital coached CryptTalk talked about the importance of secured mobile communication in the legal sector eCrime_Congress in London,1
In WashingtonDC on 18 June? Take part in the ClimateKIC Climathon! COP21 ClimateAction,0
Take action on climate change through entrepreneurship Apply before 15/02 ClimateKIC,0
"Manufacture cars with other lighter and more sustainable materials such as bamboo, balsa or softwood not only GOYTI plans to save up to 100k Tms of CO2 but give the opportunity to purchase a vehicle to disadvantaged populations. CLP18 ClimateKIC",-1
Making innovation happen: 26 solutions powered by EITCommunity on MICleanEnergyRD's 100 GlobalImpact list! 🇪🇺innovators working on🌍 CleanEnergyInnovation solutions &amp; affordable clean energy with ClimateKIC EIT_Digital &amp; InnoEnergyEU ➡️ SDGs H2020,-1
Annabella Hermans (Brightcape1) presenting Sara SARArobotics and engaging in a panel debate on powering AI in Europe at INNOVEIT. Well done! EITeu EIT_Digital,1
"Although cities create 70% of emissions, finance for their low-carbon transformation is lacking. CityFinanceLab is changing that: The EITeu ClimateKIC &amp; southpoleglobal-backed incubator is seeking cutting-edge climate finance solutions for cities today",0
EITCommunity delivering significant impact for Europe and its citizens. Read more about the successes in each of the EITeu's key areas in the new Impact Study: EUinnovation H2020 impact,1
Education is taking the EITeu brand global Climathon ClimateKIC 7EIS,0
Finnally! It is so exciting to begin tomorrow the EIC Corporate Day EUeic with EUeic and ferrovial_es. 👏 We're glad to hear all these innovative iniciatives from startups worldwide. Stay tuned! 💬,1
Delighted to see FloJVGschwend be recognised by EITeu for her work with ChrysalixTech on transforming contaminated waste wood into fuel,1
ClimateKIC We need financial reform and Decentralized transparency in our sustainability finance projects,0
CKICNordic hard at work in preparation for nordicideation,0
Steve3nto EITeu EIT_Digital EITalumni EITDigitalAcad EITHealthAlumni Us us! 😉 pm here or alumnieitdigital.eu,1
jackrconnors you must be Mr White House of email communications? Welcome to ClimateKIC_UKI London's climathon,0
"Let us introduce to you the jury board of CEE Startup Challenge 🏆📈 Welcome our judges from ENGIEInnov, InnoEnergyEU, scienceparkgraz and EIT_Digital! Please find the apply button under the link below 📩",1
stepandstone ClimateKIC EUBIC we've got some clean tech support and acceleration coming up at hubwestminster - let's catch up!,0
How is it helping your Business if we BLOCK all of you? Stop paying Twitter to SPAM our Timelines with your ANNOYING Paid Ads! AppApe_ General_Devices Consult_NB PitLiquor CynthiaLIVE stevebarha RaveMSafety venturelab_ch EITeu eirhealth GetTheHellOffmyTimeline,1
"Super excited for CKAA COP21 simulations in Berlin,Zürich &amp; London this Friday! cKIC_Alumni, ClimateKIC",0
WELCOME &gt; Jim/Boxergy - former oil/gas entrepreneur - wants to make a difference by accelerating renewables take-up ClimateKIC Accelerator,0
2017 Sustainable Business Summit - NYC | Bloomberg BNA AndersWijkman smartcitieslive ClimateKIC ClimateBonds,0
EU_Growth EIPRawMaterials candidate for new Commitment in recovery of CRMs from WEEE | EITRawMaterials,3
vote for us! lmarasso EngineeringSpa cityenabler EIT_Digital,1
"I'm at the DubRoPest Journey in Dublin, hosted by TCD_Environment, helping share the learnings and experiences of participants on their ClimateJourney You can get all the latest on the ClimateJourney from ClimateKIC / ckiclearning /",-1
How to implement a carbon price in long-term mine planning? Check out our paper published in RCRjournal EU_ecoinno Svemin_mining CASPEO_ ClimateKIC RioTinto RioTintoCanada rpmmining,-1
Put citizens at the centre of smart city transformation NiklasNrdstrm ClimateKIC EURACTIV usmayors ICLEI_USA EU_CoR teljeback LeadershipMatters smartsustcities,0
"As trump pushes coal, EU affirms there's ""no alternative"" to clean energy transition v ClimateKIC peter_koekoek",-1
"👀 New call for proposals of EITRawMaterials for 2020 on Education, Upscaling, Regional Innovation Schemes 💡🇪🇺🧠⚒ RawMaterialsWeek",3
We are part of the EIT_Food RisingFoodStars – the EIT Food’s club of outstanding agrifood startups and scaleups. We’re proud to be part of the first cohort from 2016. Applications are open to add a new crop of startups to the club! EITeu,1
"Delighted to host the EITeu ClimateKIC ClimateJourney in TCD_Environment with the support of TCDTangent. Join the world's largest climate innovation summer school to gain a deeper understanding of entrepreneurship, innovation &amp; climate challenges",0
ClimateKIC olliemilman Coal is certainly not sin-free. But it's also vilified. It should be exploited wisely using the latest clean tech,0
Ask Max how you can reduce foodwaste Climathon y7kcom ClimateKIC ClimateKIC_CH,0
Want to spend your summer with 400 other ambitious budding climate entrepreneurs? Time's soon up for applying for ClimateKIC's life changing ClimateJourney - so don't miss it ⚡️ Apply here 🌐,0
The EITRawMaterials Academy students on EIT-Labelled master programmes class of 2020 graduated in exceptional circumstances - and they were an exceptional cohort! Find out how we celebrated their achievement online in July 2020. graduation congrats,3
"402.67 PPM CO2 in our atmosphere CO2ThreatLevel: CRITICAL. Time for solutions, join us ClimateKIC!",0
EIT_Food EITeu CEO Ellen de Brabander EIT Foodisingoodshape,1
"Continue the conversation at MissionFinance, an event curated by ClimateKIC to help rewire finance for a 1.5 degree world. Dublin 6-8 November. Register here &gt;",0
REGISTER to attend the EIT AwarenessDay in Serbia on 6 February and learn all about the EITCommunity ! Join us and boost innovation across Europe: EIT_Digital EITHealth EIT_Food InnoEnergyEU EITRawMaterialsClimateKIC,1
The power of ClimateKIC 😂🤣😂 VassiliouEU ChristophidouEU,0
The 15 enterprises from Kenya are part of the contestants for the CLP19 global competition which brings together competitors from more than 50 countries. The aim is to grow innovative business ideas that mitigate or adapt to climate change. CLPKe19 ClimateLaunch ClimateKIC,-1
Open debate4principles MartensCentre W_Wiewiorowski WojciechKlicki ElineCMC VeraJourova EIT_Digital APCOBXLInsider AxelVossMdEP delcastillop CristianSBusoi charanzova DSMeu ThierryBreton MartaPoslad drozdz_witold PaulTimmers ViolaRoberto vestager EvaMaydell,-1
Echa un vistazo al diseño de stand que desarrollamos para Plactherm_floor en el TBB by InnoEnergyEU DiseñadorGráfico GraphicDesign,1
Desde AtosES en nuestro BTIC con los estudiantes de EIT_Digital La_UPM MasterSchool blockchain Industry40,-1
WOW!! 😍 What great solutions to company challenges have been presented by AMIR master participants advancematerials. THANKS A LOT!!! . Good learnings in the innovation and entreprenueruship module lead by tecnalia. EITrawmaterial EITRMAcademy,1
Obama's put MORE acreage under protection than ANY President via NewYorker ClimateKIC AssaadRazzouk leftocentre,0
Showing EUCouncil Research Working Party how EITCommunity is making innovation happen EIT_Digital Eindhoven! H2020 EU2017MT,1
DigiEduHack brings together inventors of purposeful digital education AaltoUniversity EIT_Digital,-1
Seeking scaleups in Zagreb Beograd Sarajevo: Meet&amp;Match EIT_Digital abc_accelerator CU at ZIPZg 5/9 ARISEEurope,1
How can we build a battery workforce and bridge the skills gap in energy storage? Norway's efforts in developing maritime electric transport is highlighted by James Copping from EU_Growth InnoEnergyEU EBAmatchmaking,2
On 16 June DCbrain will take part in the speeddating organized by innoloft_net! We look forward to meeting you to discuss your network optimisation issues and present our innovative solution INeS 🚀 cc EITeu InnoEnergyEU InnoEnergyFR,1
Agree. We certainly need to be careful that cities remain liveable. Good design-thinking &amp; nature-based solutions are needed ClimateKIC,0
"InnoEnergy_S Sten Persson presenting InnoEnergy biz creation services to Aalto innovation advisors and Aalto Startup Center. Let's get a Aalto case on Highway track at Innoenergy, Ville Luukkanen agrid_aalto AaltoUniversity startupc",2
ONLINE VOTING is still opened to elect our EIT Digital Alumni Board! 🤓 please go to DigitAlumni,1
See results of today and ideas of tomorrow. Visit the innovators at the exhibition of EIT_Digital Innovation Day now HighTechCampus,1
"What is the most creative energy solution for the Haparandadam that you can think of? Join the AmsterdamCityChallenge on 16/17 June, organised by AMS_institute AmsterdamNL adamsmartcity Vervoerregio and ClimateKIC -",0
Ben jij een master graduate? Doe mee aan EIT_Digital post-master programma. Deadline is 13 juni! digital,1
Go green with SlushHQ and CKICNordic 💚,0
We will fund 11 innovation projects across Europe that stimulate job creation and support a post COVID-19 green recovery as part of the EITCrisisResponse. Find out more: EITCommunity StrongerTogether BuildBackBetter EITimpact EITeu,1
"Saviez-vous qu'il faut en moyenne 72 minutes pour alerter 100,000 personnes en situation de crise telles que des catastrophes naturelles ou attaques terroristes? Découvrez p. 30 du rapport annuel d'EIT_Digital comment l'innovation numérique corrige cela Europe",0
Congrats Tinnitracks JoergLand great job! See you in Berlin on May 18! EIT_Digital Michael_Mast EdnaAyme,1
Good Saturday morning read! OuestFrance EIT_Digital Rennes Lecole EIT Digital simplante sur le campus de Beaulieu,1
"EITDigital lancia costruzione attività ""EIT Digital 2021"" e accetta proposte fino al 7 maggio 2020. EIT Digital 2021 si rivolge alle menti imprenditoriali che intendono avviare startup digitale o fornire formazione in materia di tecnologia DigitalEU EITDigital EITeu",1
Du hast ein Startup gegründet und willst dich mit ausgezeichneten Investoren vernetzen? Dann sei beim TECH FESTIVAL 2018 dabei. DStartups StartupTV_io energiewende TechFest18 AJK_Kuhlmann KfW EON_agile ClimateKIC InnoEnergyEU innogy_en dena_news,0
"Agorianl EITRawMaterials interesting start-up circularise to bridge the gap between recycler, producer but also consumer with a small app",3
"Hi everyone, if you want to check out our latest interview . Thanks to ClimateKIC &amp; Impakterdotcom",0
EUeic AristosInfo idearenet TheWowTune Some of them are downloading now,1
LDN_environment ClimateKIC 2 days left to apply to pitch at lowcarbon event to &gt;50% of investors &amp; managers,0
